n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;~;;;;;;;;kni;;;Тогда мы это сделаем.;
;knisor_M_0007;!kill_VampireLord;talk_kni,talk_sor;kni,sor;conv;7;knisor_conv;FALSE;kni;;;Ну и кто это?;
;~;;;;;;;;sor;;;?;
;~;;;;;;;;kni;;;Человек, которого ты ищешь.;
;~;;;;;;;;kni;;;Стоит поискать его, пока я там.;
;~;;;;;;;;sor;;;Эм… Ты его точно заметишь -.-;
;~;;;;;;;;kni;;;Это ещё почему?;
;~;;;;;;;;sor;;;Он напыщенный, громкий и невыносимый бард!! И к тому же дурак!;
;~;;;;;;;;kni;;;Ах, значит, у него две работы?;
;~;;;;;;;;sor;;;Отличный дурак! И бард ещё хуже!!;
;~;;;;;;;;kni;;;Звучит так, будто ради него стоит встретиться со Смертью.;
;~;;;;;;;;sor;;;Мы же друзья, да?;
;knisor_M_0008;kill_VampireLord;talk_kni,talk_sor;kni,sor;conv;8;knisor_conv;FALSE;sor;;;Когда найду Рета, я лично отправлю его обратно.;
;~;;;;;;;;kni;;;Из-за чего ты так разозлилась на друга?;
;~;;;;;;;;sor;;;Он написал песню для Мойр и попросил отрезать кусок его собственной нити жизни.;
;~;;;;;;;;sor;;;Чтобы натянуть её на лютню и играть музыку из «души»!!;
;~;;;;;;;;sor;;;В это трудно поверить, но Лахи пришлась по душе эта творческая чушь, и она согласилась -.-;
;~;;;;;;;;kni;;;Вот так он там и оказался.;
;~;;;;;;;;sor;;;Не совсем. История длинная...;
;knisor_M_0009;kill_VampireLord;talk_kni,talk_sor;kni,sor;conv;9;knisor_conv;FALSE;kni;;;Так почему Мойры забрали жизнь Рета?;
;~;;;;;;;;sor;;;Они не забирали. Он уверял меня, что нити у него осталось ещё много…;
;~;;;;;;;;sor;;;...А вскоре его не стало.;
;~;;;;;;;;kni;;;Смерть забрала его раньше срока.;
;~;;;;;;;;sor;;;Да, и я вытащу своего друга оттуда!;
;~;;;;;;;;kni;;;И я буду рядом, чтобы помочь.;
;~;;;;;;;;sor;;;^^;
;knisor_S_0001;;talk_kni,talk_sor;kni,sor;conv;1000;knisor_conv;FALSE;sor;;;Обидно, что песочные часы у нас всего одни :p;
;~;;;;;;;;kni;;;Зато это те самые, единственные Часы самого Времени.;
;~;;;;;;;;sor;;;Ага… но держу пари, что вместе у нас будет больше шансов.;
;~;;;;;;;;kni;;;Только шанс всё равно один.;
;knisor_S_0002;;talk_kni,talk_sor;kni,sor;conv;1000;knisor_conv;TRUE;sor;;;Вот бы здесь было не так мрачно.;
;~;;;;;;;;kni;;;Ну, это всего лишь вход в Круг Смерти.;
;knisor_S_0003;;talk_kni,talk_sor;kni,sor;conv;1001;knisor_conv;FALSE;sor;;;Ты видел эти фрески?;
;~;;;;;;;;kni;;;Да, я пытаюсь их расшифровать.;
;~;;;;;;;;sor;;;Некоторые слова мне понятны.;
;~;;;;;;;;kni;;;Отлично! Вообще-то я веду журнал.;
;~;;;;;;;;kni;;;Может, добавишь туда то, что найдёшь?;
;~;;;;;;;;sor;;;Ой!! Мы что, пишем книгу вместе??;
;~;;;;;;;;kni;;;Скорее инструкцию по убийству Смерти.;
;knisor_S_0004;;talk_kni,talk_sor;kni,sor;conv;1002;knisor_conv;FALSE;sor;;;Эти иероглифы описывают Подземный мир как нечто вроде слоёв кругов…;
;~;;;;;;;;kni;;;И готов поспорить, я знаю, что в центре.;
;~;;;;;;;;sor;;;Разве что он ушёл по делам :X;
;knisor_S_0005;;talk_kni,talk_sor;kni,sor;conv;1003;knisor_conv;FALSE;sor;;;<b>Само собой</b>, чем глубже, тем труднее, между прочим :S;
;~;;;;;;;;sor;;;Если я всё правильно прочитала >.>;
;~;;;;;;;;sor;;;Судя по всему, его прислужники становятся сильнее от близости к нему…;
;~;;;;;;;;kni;;;Значит, мы поймём, когда он близко.;
;~;;;;;;;;kni;;;Хорошо.;
;knisor_S_0006;;talk_kni,talk_sor;kni,sor;conv;1004;knisor_conv;TRUE;sor;;;Кто будет круче выглядеть в виде скелета — ты или я :?;
;~;;;;;;;;kni;;;Ты, безусловно.;
;~;;;;;;;;sor;;;Это ещё почему??;
;~;;;;;;;;kni;;;Летающий скелет — как мне с тобой тягаться?;
;~;;;;;;;;sor;;;Это же просто левитация!! >.<;
;~;;;;;;;;kni;;;Всё равно выглядит круто.;
;knisorA_S_0001;last_run_fail;talk_kni,talk_sor;kni;conv;1002;knisor_conv;TRUE;sor;;;Слушай, как всё прошло :?;
;~;;;;;;;;kni;;;Не нашёл его.;
;knisorA_S_0002;last_run_fail;talk_kni,talk_sor;kni;conv;1002;knisor_conv;TRUE;sor;;;Ну и как, повезло :?;
;~;;;;;;;;kni;;;Пока нет.;
;knisorA_S_0003;last_run_fail;talk_kni,talk_sor;kni;conv;1002;knisor_conv;TRUE;kni;;;Снова мимо.;
;~;;;;;;;;sor;;;Дай-ка я попробую :?;
;knisorA_S_0004;last_run_fail;talk_kni,talk_sor;kni;conv;1002;knisor_conv;TRUE;sor;;;Не повезло, полагаю.;
;~;;;;;;;;kni;;;Не нужно злорадствовать.;
;~;;;;;;;;sor;;;Я и не злорадствую.;
;~;;;;;;;;sor;;;Честно, не злорадствую. хех ^^;
;knisorA_S_0005;last_run_fail;talk_kni,talk_sor;kni;conv;1002;knisor_conv;TRUE;sor;;;Опять мимо!!;
;~;;;;;;;;kni;;;Ты издеваешься надо мной.;
;~;;;;;;;;sor;;;Просто подбадриваю тебя :);
;knisorA_S_0006;last_run_fail;talk_kni,talk_sor;kni;conv;1003;knisor_conv;TRUE;sor;;;Так… как дела?;
;~;;;;;;;;kni;;;Не будешь издеваться над моим провалом?;
;~;;;;;;;;sor;;;Не в настроении.;
;knisorA_S_0007;last_run_fail;talk_kni,talk_sor;kni;conv;1002;knisor_conv;TRUE;sor;;;Удачи нет! А мастерства ещё меньше!!;
;~;;;;;;;;kni;;;Меньше нуля?;
;~;;;;;;;;sor;;;^^;
;knisorB_S_0001;last_run_fail;talk_kni,talk_sor;sor;conv;1002;knisor_conv;TRUE;sor;;;Ладно, я провалилась. И что?;
;~;;;;;;;;kni;;;Я ничего не говорил.;
;knisorB_S_0002;last_run_fail;talk_kni,talk_sor;sor;conv;1002;knisor_conv;TRUE;sor;;;А чего ты улыбаешься?;
;~;;;;;;;;kni;;;А ты откуда знаешь?;
;~;;;;;;;;sor;;;Я вижу это по твоим глазам :p;
;~;;;;;;;;sor;;;В следующий раз я его достану, знаешь ли :!;
;knisorB_S_0003;last_run_fail;talk_kni,talk_sor;sor;conv;1003;knisor_conv;TRUE;sor;;;Меня отвлекли мысли, вот я и провалилась!;
;~;;;;;;;;kni;;;Твои мысли были заняты другим, пока ты в разгаре боя с сотнями скелетов-прислужников?;
;~;;;;;;;;sor;;;Да! Я не смотрела.;
;~;;;;;;;;kni;;;На монстров, рубящихся прямо перед тобой?;
;~;;;;;;;;sor;;;>.< !!;
;knisorB_S_0004;last_run_fail;talk_kni,talk_sor;sor;conv;1004;knisor_conv;TRUE;kni;;;Какое на этот раз оправдание?;
;~;;;;;;;;sor;;;!!;
;~;;;;;;;;sor;;;Никаких оправданий, я просто проиграла.;
;~;;;;;;;;sor;;;Но, если честно, боги меня в этот раз немного подставили >.>;
;knisorB_S_0005;last_run_fail;talk_kni,talk_sor;sor;conv;1002;knisor_conv;TRUE;sor;;;Это всего один провал!!;
;~;;;;;;;;kni;;;Да. Первый из сотни грядущих.;
;~;;;;;;;;sor;;;Только не мои :!;
;knisorB_S_0006;last_run_fail;talk_kni,talk_sor;sor;conv;1002;knisor_conv;TRUE;sor;;;Я не провалилась, я просто не преуспела.;
;~;;;;;;;;kni;;;Так приблизилась?;
;~;;;;;;;;sor;;;Д-да.;
;kniass_M_0001;;talk_kni,talk_ass;kni,ass;conv;1;kniass_conv;FALSE;kni;;;Привет, я Аворон.;
;~;;;;;;;;ass;;;не интересует.;
;kniass_M_0002;;talk_kni,talk_ass;kni,ass;conv;2;kniass_conv;FALSE;kni;;;Как поживаешь?;
;~;;;;;;;;ass;;;что тебе надо?;
;~;;;;;;;;kni;;;Поговорить?;
;~;;;;;;;;ass;;;сорян, разговоры закончились. иди к Меррис;
;kniass_M_0003;;talk_kni,talk_ass;kni,ass;conv;3;kniass_conv;FALSE;kni;;;Как твои дела?;
;~;;;;;;;;ass;;;иди рыбачь в другом месте;
;~;;;;;;;;kni;;;Постой, я не это имел… впрочем, неважно.;
;kniass_M_0004;;talk_kni,talk_ass;kni,ass;conv;4;kniass_conv;FALSE;kni;;;Слушай, похоже, мы не с той ноги встали.;
;~;;;;;;;;ass;;;наверняка с твоей;
;~;;;;;;;;kni;;;Тогда я… оставлю тебя в покое.;
;kniass_M_0005;;talk_kni,talk_ass;kni,ass;conv;5;kniass_conv;FALSE;ass;;;эй, извини за мой тон раньше. Я Никси.;
;~;;;;;;;;kni;;;Аворон. Извинения, конечно, приняты.;
;~;;;;;;;;ass;;;как рыцарственно с твоей стороны.;
;kniass_M_0006;kill_VampireLord;talk_kni,talk_ass;kni,ass;conv;6;kniass_conv;FALSE;ass;;;по крайней мере, барона мы одолели;
;~;;;;;;;;kni;;;Лишь ступенька.;
;kniass_S_0001;;talk_kni,talk_ass;kni,ass;conv;1000;kniass_conv;TRUE;kni;;;Как дела, Никси?;
;~;;;;;;;;ass;;;холодно.;
;kniass_S_0004;;talk_kni,talk_ass;kni,ass;conv;1001;kniass_conv;FALSE;ass;;;а ты вообще снимаешь этот шлем?;
;~;;;;;;;;kni;;;Немного непривычно, что вопросы задаёшь ты.;
;~;;;;;;;;ass;;;.;
;kniassA_S_0001;last_run_fail;talk_kni,talk_ass;kni;conv;1002;kniass_conv;TRUE;ass;;;чё как?;
;~;;;;;;;;kni;;;Провал.;
;~;;;;;;;;ass;;;может, передохнёшь?;
;kniassA_S_0002;last_run_fail;talk_kni,talk_ass;kni;conv;1003;kniass_conv;TRUE;ass;;;ты приходишь ко мне только потому, что я не издеваюсь над тобой, как Меррис;
;~;;;;;;;;kni;;;Вот именно поэтому мне не помешала бы поддержка!;
;~;;;;;;;;ass;;;…полови в другом месте.;
;knibar_M_0001;;talk_kni,talk_bar;kni,bar;conv;1;knibar_conv;FALSE;bar;;;Я мимо, железный мужик. Иду убивать Смерть.;
;~;;;;;;;;kni;;;Постой! Там ты найдёшь только собственную смерть.;
;~;;;;;;;;kni;;;Даже если легенды о тебе правдивы.;
;~;;;;;;;;bar;;;Ха! Ты знаешь меня.;
;~;;;;;;;;kni;;;Я <i>наслышан</i> о тебе. Ты Кронт, Варвар.;
;~;;;;;;;;bar;;;А ты кто?;
;~;;;;;;;;kni;;;Я рыцарь Ордена Покаяния.;
;~;;;;;;;;kni;;;Позволь объяснить, что здесь происходит…;
;~;;;;;;;;@fade;;;;
;knibar_M_0002;;talk_kni,talk_bar;kni,bar;conv;2;knibar_conv;FALSE;bar;;;Так зачем убивать Смерть?;
;~;;;;;;;;kni;;;Такова работа рыцарей.;
;~;;;;;;;;bar;;;Ха! Ты доверчивый, но сердце доброе.;
;~;;;;;;;;bar;;;Мы друзья, я знаю.;
;knibar_M_0003;seen_VampireLord;talk_kni,talk_bar;kni,bar;conv;3;knibar_conv;FALSE;bar;;;Так Аворон, как тебе богиня Покаяния?;
;~;;;;;;;;kni;;;Ты о ней знаешь?;
;~;;;;;;;;bar;;;Я… я глупее, чем выгляжу.;
;~;;;;;;;;bar;;;Умнее! Я хотел сказать.;
;~;;;;;;;;bar;;;Я много странствую, рыцарь. Знаю мирскую премудрость.;
;~;;;;;;;;kni;;;А знаешь, ты не выглядишь таким уж глупым!;
;~;;;;;;;;bar;;;Ха, не надо льстить.;
;knibar_S_0001;;talk_kni,talk_bar;kni,bar;conv;1002;knibar_conv;FALSE;bar;;;Каким богам ты молишься, рыцарь?;
;~;;;;;;;;kni;;;Тем, что защищают.;
;~;;;;;;;;bar;;;Я молился Крому. Он силён в своей горе.;
;knibar_S_0002;;talk_kni,talk_bar;kni,bar;conv;1001;knibar_conv;FALSE;bar;;;Знаешь загадку про сталь?;
;~;;;;;;;;kni;;;Нет, извини.;
;knibar_S_0003;;talk_kni,talk_bar;kni,bar;conv;1002;knibar_conv;TRUE;bar;;;Смерть думает, он такой большой, но он не видел мой топор.;
;~;;;;;;;;kni;;;Да… Уверен, его аж до костей продрало.;
;knibar_S_0004;;talk_kni,talk_bar;kni,bar;conv;1003;knibar_conv;FALSE;bar;;;Кто рисовал всё это на стенах?;
;~;;;;;;;;kni;;;Откуда мне знать?;
;~;;;;;;;;bar;;;Наверное, вандалы.;
;knibar_S_0005;;talk_kni,talk_bar;kni,bar;conv;1004;knibar_conv;TRUE;bar;;;Узнал загадку про сталь?;
;~;;;;;;;;kni;;;Работаю над этим.;
;knibar_S_0006;;talk_kni,talk_bar;kni,bar;conv;1000;knibar_conv;TRUE;bar;;;Мне не нужна безделушка, чтобы побеждать.;
;~;;;;;;;;bar;;;Но отвергать дар — бесчестно. Так что пользуюсь.;
;~;;;;;;;;kni;;;Рад, что пользуешься, Кронт.;
;knibarA_S_0001;last_run_fail;talk_kni,talk_bar;kni;conv;1001;knibar_conv;TRUE;bar;;;Надо стараться, а не проваливаться, Ав.;
;~;;;;;;;;kni;;;Да, виноват. Видимо, забыл постараться.;
;knibarA_S_0002;last_run_fail;talk_kni,talk_bar;kni;conv;1002;knibar_conv;FALSE;bar;;;Время дал тебе часы? Интересно почему.;
;~;;;;;;;;kni;;;Это песочные часы, Кронт.;
;knibarA_S_0003;last_run_fail;talk_kni,talk_bar;kni;conv;1003;knibar_conv;TRUE;bar;;;Возвращаешься так быстро — значит, провалился.;
;~;;;;;;;;kni;;;Так ты теперь засекаешь моё время?;
;~;;;;;;;;bar;;;Нет, я не умею считать. Просто костями знаю, что провалишься.;
;knibarA_S_0004;last_run_fail;talk_kni,talk_bar;kni;conv;1004;knibar_conv;TRUE;bar;;;Я насмехался, чтобы ты старался сильнее, доказать глупому варвару, что он не прав. Но результата нет.;
;~;;;;;;;;bar;;;Так что в этот раз я в тебя верю.;
;~;;;;;;;;kni;;;Думаю, твои насмешки мне нравились больше.;
;knibarA_S_0005;last_run_fail;talk_kni,talk_bar;kni;conv;1005;knibar_conv;TRUE;bar;;;Кто сильнее сыплет соль на рану после провала — Мерри или я?;
;~;;;;;;;;kni;;;Извини, но выберу Меррис.;
;~;;;;;;;;bar;;;Вот видишь, значит, мы оба проигравшие.;
;knibarA_S_0006;last_run_fail;talk_kni,talk_bar;kni;conv;1006;knibar_conv;TRUE;bar;;;По лицу вижу, что ты провалился.;
;~;;;;;;;;kni;;;Уже и сквозь металл видишь, да?;
;~;;;;;;;;bar;;;Не нужно, ты всегда проваливаешься.;
;knibarB_S_0001;last_run_fail;talk_kni,talk_bar;bar;conv;1001;knibar_conv;TRUE;kni;;;Не задалось?;
;~;;;;;;;;bar;;;Колодца не нашёл, пить захотел, вернулся.;
;~;;;;;;;;kni;;;Блестящее оправдание.;
;knibarB_S_0002;last_run_fail;talk_kni,talk_bar;bar;conv;1002;knibar_conv;TRUE;bar;;;Начинай насмехаться, Ав. Я жду.;
;~;;;;;;;;kni;;;Я не насмешник. Я верю, что у тебя получится.;
;~;;;;;;;;kni;;;Если вечность в запасе.;
;knibarB_S_0003;last_run_fail;talk_kni,talk_bar;bar;conv;1003;knibar_conv;TRUE;kni;;;Заблудился там?;
;~;;;;;;;;bar;;;Насмешка слабая. Я каждый день охочусь, приношу тебе еду в лагерь.;
;~;;;;;;;;bar;;;Охотник не может заблудиться.;
;~;;;;;;;;kni;;;Болезненная тема, значит.;
;knibarB_S_0004;last_run_fail;talk_kni,talk_bar;bar;conv;1004;knibar_conv;TRUE;bar;;;Ни слова про то, как большой варвар слишком глуп, чтобы победить?;
;~;;;;;;;;kni;;;Ты пропустил сказуемое. Так что, может, тебе и правда стоит почитать книжек с Меррис.;
;~;;;;;;;;bar;;;Это не мой родной язык.;
;~;;;;;;;;bar;;;Тебе надо почитать книжку с изысканным эльфом, стать умным, как я.;
;~;;;;;;;;kni;;;Справедливый подкол.;
;knibarB_S_0005;last_run_fail;talk_kni,talk_bar;bar;conv;1005;knibar_conv;TRUE;kni;;;Хоть повеселился, пока проигрывал?;
;~;;;;;;;;bar;;;Играю ради игры, а не счёта.;
;knibarB_S_0006;last_run_fail;talk_kni,talk_bar;bar;conv;1006;knibar_conv;TRUE;kni;;;Хоть что-нибудь полезное разграбил?;
;~;;;;;;;;bar;;;В сундуках ищи.;
;knibarB_S_0007;last_run_fail;talk_kni,talk_bar;bar;conv;1005;knibar_conv;TRUE;bar;;;Ошибаться — по-человечески.;
;~;;;;;;;;kni;;;Сказал орк.;
;~;;;;;;;;bar;;;Вот видишь? У меня очень хорошо с языком!;
;kniwar_M_0001;;talk_kni,talk_war;kni,war;conv;1;kniwar_conv;FALSE;war;;;Привет, я Скади.;
;~;;;;;;;;kni;;;Аворон, приятно.;
;~;;;;;;;;war;;;Кажется, я о тебе слышала.;
;~;;;;;;;;war;;;Дворянин из Эридуса, ты же тот, кто?…;
;~;;;;;;;;kni;;;Моих рук дело, да.;
;~;;;;;;;;war;;;Ого.;
;~;;;;;;;;kni;;;Ты не одобряешь?;
;~;;;;;;;;war;;;Напротив…;
;kniwar_M_0002;;talk_kni,talk_war;kni,war;conv;2;kniwar_conv;FALSE;kni;;;Прошу прощения, но я не знаком с твоими подвигами.;
;~;;;;;;;;war;;;У меня их нет. Пока.;
;~;;;;;;;;kni;;;Ох. Охота на Смерть выглядит несколько?…;
;~;;;;;;;;war;;;Опрометчиво?;
;~;;;;;;;;war;;;Однажды я прогнала дракона, покусившегося на моего северного оленя.;
;~;;;;;;;;kni;;;Ах, да. Ты настоящая горянка.;
;kniwar_S_0001;;talk_kni,talk_war;kni,war;conv;1000;kniwar_conv;FALSE;war;;;Ты видел его там, внизу?;
;~;;;;;;;;kni;;;Не думаю, что он покажет нам лицо.;
;~;;;;;;;;kni;;;Сомневаюсь, что он вообще знает о нас.;
;~;;;;;;;;war;;;Мы вошли в его Круг!;
;~;;;;;;;;kni;;;Таких много.;
;~;;;;;;;;kni;;;Но пишут о тех, кто уходит с чем-то.;
;kniwar_S_0002;;talk_kni,talk_war;kni,war;conv;1001;kniwar_conv;FALSE;war;;;Что ты записываешь?;
;~;;;;;;;;kni;;;Веду дневник всего, что мы узнаём.;
;~;;;;;;;;war;;;А можно взглянуть?;
;~;;;;;;;;kni;;;Он ещё не совсем готов, но вот.;
;~;;;;;;;;war;;;Иллюстрации красивые.;
;~;;;;;;;;kni;;;Просто наброски.;
;kniwar_S_0003;;talk_kni,talk_war;kni,war;conv;1002;kniwar_conv;FALSE;war;;;Дома я писала горы.;
;~;;;;;;;;kni;;;Хм, я в основном пользуюсь карандашами.;
;~;;;;;;;;kni;;;В дороге удобнее.;
;~;;;;;;;;war;;;Хитрость бывалого искателя приключений.;
;~;;;;;;;;kni;;;Если не считать того раза, когда я мечтал, чтобы вместо этого были припасы.;
;kniran_M_0001;;talk_kni,talk_ran;kni,ran;conv;1;kniran_conv;FALSE;ran;;;Значит, ты пришёл сюда первым?;
;~;;;;;;;;kni;;;Да.;
;~;;;;;;;;ran;;;Не в обиду будь сказано, но почему всегда человек?;
;~;;;;;;;;kni;;;Наверное, боги нас правда любят.;
;~;;;;;;;;ran;;;Или ненавидят вас.;
;~;;;;;;;;kni;;;Или так. Хм…;
;kniranB_S_0001;last_run_fail;talk_kni,talk_ran;ran;conv;1001;kniran_conv;TRUE;kni;;;Хочешь, я тебя подменю?;
;~;;;;;;;;kni;;;Тебе не помешал бы отдых.;
;~;;;;;;;;ran;;;Я в прекрасной форме, большое спасибо.;
;kniranB_S_0006;last_run_fail;talk_kni,talk_ran;ran;conv;1001;kniran_conv;TRUE;ran;;;А ты разве не предложишь меня подменить?;
;~;;;;;;;;kni;;;Я сейчас занят записями.;
;knidru_M_0001;;talk_kni,talk_dru;kni,dru;conv;1;knidru_conv;FALSE;kni;;;Не думал, что боги призовут на помощь друида.;
;~;;;;;;;;dru;;;Ты думаешь, боги призвали меня сюда?;
;~;;;;;;;;kni;;;Похоже на то.;
;~;;;;;;;;dru;;;Бывает ли рыцарь, не раб веры?;
;~;;;;;;;;dru;;;Блеск твоих доспехов ослепил вас всех или только крепостных?;
;~;;;;;;;;kni;;;А все друиды, что ли, скованы стадными инстинктами?;
;~;;;;;;;;dru;;;Ты ничего не смыслишь в природе.;
;~;;;;;;;;dru;;;Не говори о ней.;
;knidru_M_0002;;talk_kni,talk_dru;kni,dru;conv;2;knidru_conv;FALSE;kni;;;Зачем ты пришла сюда, друид?;
;~;;;;;;;;dru;;;Месть.;
;~;;;;;;;;kni;;;Прямо в лоб. Ценю честность.;
;knidru_M_0003;;talk_kni,talk_dru;kni,dru;conv;3;knidru_conv;FALSE;kni;;;Кажется, мы официально не знакомы. Я Аворон.;
;~;;;;;;;;dru;;;Лиф.;
;~;;;;;;;;kni;;;Ну вот, дело сделано.;
;knidru_M_0004;;talk_kni,talk_dru;kni,dru;conv;4;knidru_conv;FALSE;kni;;;Месть часто рождается из несправедливости.;
;~;;;;;;;;kni;;;Я верно предполагаю, Лиф?;
;~;;;;;;;;dru;;;Для смертных нет Справедливости.;
;~;;;;;;;;dru;;;Знаешь, что на самом деле питает месть?;
;~;;;;;;;;dru;;;Подумай об этом. Может, поможет сбросить оковы.;
;knidru_S_0001;;talk_kni,talk_dru;kni,dru;conv;1000;knidru_conv;FALSE;dru;;;Твои боги — глупцы. Но ты — цирковой клоун, раз доверяешься им.;
;~;;;;;;;;kni;;;Неудивительно, что ты ни разу не встречала клоуна, дикарка.;
;~;;;;;;;;kni;;;Спасибо за комплимент!;
;knidru_S_0002;;talk_kni,talk_dru;kni,dru;conv;1000;knidru_conv;FALSE;kni;;;Ты отвергаешь богов, но принимаешь их благословения.;
;~;;;;;;;;dru;;;От бесплатного обеда не отказываются.;
;knidruA_S_0001;last_run_fail;talk_kni,talk_dru;kni;conv;1001;knidru_conv;FALSE;dru;;#;Ты оставил свою природу позади.;
;~;;;;;;;;dru;;#;Почему бы ей не бросить и тебя?;
;~;;;;;;;;dru;;#;Ты провалился, конечно. И будешь проваливаться дальше.;
;~;;;;;;;;kni;;#;Мне хочется верить, что в нашей природе есть нечто большее, чем выживание и битва.;
;~;;;;;;;;dru;;#;Увидишь — поверишь. И ничему больше.;
;knidruA_S_0002;last_run_fail;talk_kni,talk_dru;kni;conv;1001;knidru_conv;TRUE;dru;;#;Ты не протянул бы и дня в дикой глуши.;
;~;;;;;;;;dru;;#;С чего ты взял, что пройдёшь ад, городской мальчишка?;
;~;;;;;;;;kni;;#;Для ада тут прохладно. Не уверен, что именно его боятся люди.;
;~;;;;;;;;dru;;#;И всё же мы оба видели, где на самом деле заканчиваются их души.;
;knidruA_S_0003;last_run_fail;talk_kni,talk_dru;kni;conv;1001;knidru_conv;FALSE;dru;;#;Ещё один неудачный бросок костей? А ты говорил, что боги к тебе благоволят.;
;~;;;;;;;;kni;;#;Не будь их, меня бы здесь не было. Не кусай руку, что кормит.;
;~;;;;;;;;dru;;#;Не сдерживайся. В следующий раз договори пословицу до конца!;
;~;;;;;;;;dru;;#;Восстание против хозяев? Это комплимент.;
;~;;;;;;;;dru;;#;Тебе, цепному псу, не понять.;
;knidruB_S_0001;last_run_fail;talk_kni,talk_dru;dru;conv;1001;knidru_conv;TRUE;kni;;#;Нельзя получить помощь, если её не просить.;
;~;;;;;;;;dru;;#;А боги всё равно раздают её даром.;
;knidruB_S_0002;last_run_fail;talk_kni,talk_dru;dru;conv;1001;knidru_conv;TRUE;kni;;#;Нужна помощь?;
