n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;trophy_pOoze_S_kni_0102;;trophy_pOoze;kni;line;1100;;TRUE;kni;;;Это просто трофей.;
;trophy_pGhos_S_kni_0101;;trophy_pGhos;kni;line;1100;;TRUE;kni;;;Просто трофей.;
;trophy_pGhos_S_kni_0102;;trophy_pGhos;kni;line;1100;;TRUE;kni;;;Это просто трофей.;
;trophy_pVampLord_S_sor_0101;;trophy_pVampLord;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pVampLord_S_sor_0102;;trophy_pVampLord;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pBlacKnig_S_sor_0101;;trophy_pBlacKnig;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pBlacKnig_S_sor_0102;;trophy_pBlacKnig;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pShie_S_sor_0101;;trophy_pShie;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pShie_S_sor_0102;;trophy_pShie;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pSkel_S_sor_0101;;trophy_pSkel;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pSkel_S_sor_0102;;trophy_pSkel;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pSumm_S_sor_0101;;trophy_pSumm;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pSumm_S_sor_0102;;trophy_pSumm;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pOoze_S_sor_0101;;trophy_pOoze;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pOoze_S_sor_0102;;trophy_pOoze;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pGhos_S_sor_0101;;trophy_pGhos;sor;line;1100;;TRUE;sor;;;Просто трофей :p;
;trophy_pGhos_S_sor_0102;;trophy_pGhos;sor;line;1100;;TRUE;sor;;;Просто трофей.;
;trophy_pVampLord_S_ass_0101;;trophy_pVampLord;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pVampLord_S_ass_0102;;trophy_pVampLord;ass;line;1100;;TRUE;ass;;;.;
;trophy_pBlacKnig_S_ass_0101;;trophy_pBlacKnig;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pBlacKnig_S_ass_0102;;trophy_pBlacKnig;ass;line;1100;;TRUE;ass;;;.;
;trophy_pBlacKnig_S_ass_0103;;trophy_pBlacKnig;ass;line;1100;;TRUE;ass;;;трофей;
;trophy_pShie_S_ass_0101;;trophy_pShie;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pShie_S_ass_0102;;trophy_pShie;ass;line;1100;;TRUE;ass;;;.;
;trophy_pShie_S_ass_0103;;trophy_pShie;ass;line;1100;;TRUE;ass;;;трофей;
;trophy_pSkel_S_ass_0101;;trophy_pSkel;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pSkel_S_ass_0102;;trophy_pSkel;ass;line;1100;;TRUE;ass;;;.;
;trophy_pSkel_S_ass_0103;;trophy_pSkel;ass;line;1100;;TRUE;ass;;;трофей;
;trophy_pSumm_S_ass_0101;;trophy_pSumm;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pSumm_S_ass_0102;;trophy_pSumm;ass;line;1100;;TRUE;ass;;;.;
;trophy_pSumm_S_ass_0103;;trophy_pSumm;ass;line;1100;;TRUE;ass;;;трофей;
;trophy_pOoze_S_ass_0101;;trophy_pOoze;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pOoze_S_ass_0102;;trophy_pOoze;ass;line;1100;;TRUE;ass;;;.;
;trophy_pOoze_S_ass_0103;;trophy_pOoze;ass;line;1100;;TRUE;ass;;;трофей;
;trophy_pGhos_S_ass_0101;;trophy_pGhos;ass;line;1100;;TRUE;ass;;;просто трофей;
;trophy_pGhos_S_ass_0102;;trophy_pGhos;ass;line;1100;;TRUE;ass;;;.;
;trophy_pGhos_S_ass_0103;;trophy_pGhos;ass;line;1100;;TRUE;ass;;;трофей;
;trophy_pVampLord_S_bar_0101;;trophy_pVampLord;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pVampLord_S_bar_0102;;trophy_pVampLord;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pBlacKnig_S_bar_0101;;trophy_pBlacKnig;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pBlacKnig_S_bar_0102;;trophy_pBlacKnig;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pBlacKnig_S_bar_0103;;trophy_pBlacKnig;bar;line;1100;;TRUE;bar;;;Бесполезная безделушка.;
;trophy_pShie_S_bar_0101;;trophy_pShie;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pShie_S_bar_0102;;trophy_pShie;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pShie_S_bar_0103;;trophy_pShie;bar;line;1100;;TRUE;bar;;;Бесполезная безделушка.;
;trophy_pSkel_S_bar_0101;;trophy_pSkel;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pSkel_S_bar_0102;;trophy_pSkel;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pSkel_S_bar_0103;;trophy_pSkel;bar;line;1100;;TRUE;bar;;;Бесполезная безделушка.;
;trophy_pSumm_S_bar_0101;;trophy_pSumm;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pSumm_S_bar_0102;;trophy_pSumm;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pSumm_S_bar_0103;;trophy_pSumm;bar;line;1100;;TRUE;bar;;;Бесполезная безделушка.;
;trophy_pOoze_S_bar_0101;;trophy_pOoze;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pOoze_S_bar_0102;;trophy_pOoze;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pOoze_S_bar_0103;;trophy_pOoze;bar;line;1100;;TRUE;bar;;;Бесполезная безделушка.;
;trophy_pGhos_S_bar_0101;;trophy_pGhos;bar;line;1100;;TRUE;bar;;;Просто трофей.;
;trophy_pGhos_S_bar_0102;;trophy_pGhos;bar;line;1100;;TRUE;bar;;;Ничего, кроме трофея.;
;trophy_pGhos_S_bar_0103;;trophy_pGhos;bar;line;1100;;TRUE;bar;;;Бесполезная безделушка.;
;trophy_pVampLord_S_war_0101;;trophy_pVampLord;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pVampLord_S_war_0102;;trophy_pVampLord;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pBlacKnig_S_war_0101;;trophy_pBlacKnig;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pBlacKnig_S_war_0102;;trophy_pBlacKnig;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pShie_S_war_0101;;trophy_pShie;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pShie_S_war_0102;;trophy_pShie;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pSkel_S_war_0101;;trophy_pSkel;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pSkel_S_war_0102;;trophy_pSkel;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pSumm_S_war_0101;;trophy_pSumm;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pSumm_S_war_0102;;trophy_pSumm;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pOoze_S_war_0101;;trophy_pOoze;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pOoze_S_war_0102;;trophy_pOoze;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pGhos_S_war_0101;;trophy_pGhos;war;line;1100;;TRUE;war;;;Просто трофей.;
;trophy_pGhos_S_war_0102;;trophy_pGhos;war;line;1100;;TRUE;war;;;Трофей, не более.;
;trophy_pVampLord_S_ran_0101;;trophy_pVampLord;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pVampLord_S_ran_0102;;trophy_pVampLord;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pBlacKnig_S_ran_0101;;trophy_pBlacKnig;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pBlacKnig_S_ran_0102;;trophy_pBlacKnig;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pShie_S_ran_0101;;trophy_pShie;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pShie_S_ran_0102;;trophy_pShie;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pSkel_S_ran_0101;;trophy_pSkel;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pSkel_S_ran_0102;;trophy_pSkel;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pSumm_S_ran_0101;;trophy_pSumm;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pSumm_S_ran_0102;;trophy_pSumm;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pOoze_S_ran_0101;;trophy_pOoze;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pOoze_S_ran_0102;;trophy_pOoze;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pGhos_S_ran_0101;;trophy_pGhos;ran;line;1100;;TRUE;ran;;;Просто бесполезный трофей.;
;trophy_pGhos_S_ran_0102;;trophy_pGhos;ran;line;1100;;TRUE;ran;;;Трофей, ну и пусть.;
;trophy_pVampLord_S_dru_0101;;trophy_pVampLord;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pVampLord_S_dru_0102;;trophy_pVampLord;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pBlacKnig_S_dru_0101;;trophy_pBlacKnig;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pBlacKnig_S_dru_0102;;trophy_pBlacKnig;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pShie_S_dru_0101;;trophy_pShie;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pShie_S_dru_0102;;trophy_pShie;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pSkel_S_dru_0101;;trophy_pSkel;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pSkel_S_dru_0102;;trophy_pSkel;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pSumm_S_dru_0101;;trophy_pSumm;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pSumm_S_dru_0102;;trophy_pSumm;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pOoze_S_dru_0101;;trophy_pOoze;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pOoze_S_dru_0102;;trophy_pOoze;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pGhos_S_dru_0101;;trophy_pGhos;dru;line;1100;;TRUE;dru;;;Трофей.;
;trophy_pGhos_S_dru_0102;;trophy_pGhos;dru;line;1100;;TRUE;dru;;;Просто трофей.;
;trophy_pVampLord_S_kni_0001;;trophy_pVampLord;kni;line;1001;;TRUE;kni;;;Это поможет нам узнать слабые места Барона.;
;trophy_pVampLord_S_kni_0002;;trophy_pVampLord;kni;line;1002;;TRUE;kni;;;Дракула его отрастит заново.;
;trophy_pVampLord_S_kni_0003;;trophy_pVampLord;kni;line;1003;;TRUE;kni;;;Уверен, он не будет в ярости.;
;trophy_pVampLord_S_sor_0001;;trophy_pVampLord;sor;line;1001;;TRUE;sor;;;Дракула этого не заметит >.>;
;trophy_pVampLord_S_sor_0002;;trophy_pVampLord;sor;line;1002;;TRUE;sor;;;К сожалению, новые он отращивает без труда.;
;trophy_pVampLord_S_sor_0003;;trophy_pVampLord;sor;line;1003;;TRUE;sor;;;Крыло вампира!!;
;trophy_pVampLord_S_sor_0004;;trophy_pVampLord;sor;line;1004;;TRUE;sor;;;Я думала, все вампиры секси >.<;
;trophy_pVampLord_S_ass_0001;;trophy_pVampLord;ass;line;1001;;TRUE;ass;;;изи фраг;
;trophy_pVampLord_S_ass_0002;;trophy_pVampLord;ass;line;1002;;TRUE;ass;;;гг, барон;
;trophy_pVampLord_S_ass_0003;;trophy_pVampLord;ass;line;1003;;TRUE;ass;;;я новый Ван Хельсинг, Драк;
;trophy_pVampLord_S_bar_0001;;trophy_pVampLord;bar;line;1001;;TRUE;bar;;;Ха! Славная битва.;
;trophy_pVampLord_S_bar_0002;;trophy_pVampLord;bar;line;1002;;TRUE;bar;;;Мне не нравится, что мы забираем крыло, это нечестно. Но Меррис сказала — для изучения.;
;trophy_pVampLord_S_bar_0003;;trophy_pVampLord;bar;line;1003;;TRUE;bar;;;Из этого вышла бы отличная кожа для барабанов. Но Меррис не разрешает.;
;trophy_pVampLord_S_war_0001;;trophy_pVampLord;war;line;1001;;TRUE;war;;;Не верится, что мы сражались с Дракулой.;
;trophy_pVampLord_S_war_0002;;trophy_pVampLord;war;line;1002;;TRUE;war;;;Интересно, что скажет Хельсинг.;
;trophy_pVampLord_S_war_0003;;trophy_pVampLord;war;line;1003;;TRUE;war;;;Уверена, Хельсинг не был против изучения врагов.;
;trophy_pVampLord_S_dru_0001;;trophy_pVampLord;dru;line;1001;;TRUE;dru;;;Кровь за кровь, Дракула.;
;trophy_pBlacKnig_S_kni_0001;;trophy_pBlacKnig;kni;line;1001;;TRUE;kni;;;Молот Чёрных Рыцарей.;
;trophy_pBlacKnig_S_kni_0002;;trophy_pBlacKnig;kni;line;1002;;TRUE;kni;;;Если бы они не были такими медлительными, тягаться с ними в бою было бы непросто.;
;trophy_pBlacKnig_S_kni_0003;;trophy_pBlacKnig;kni;line;1003;;TRUE;kni;;;Не хочется получить таким по голове.;
;trophy_pBlacKnig_S_kni_0004;;trophy_pBlacKnig;kni;line;1004;;TRUE;kni;;;Он слишком тяжёлый для меня.;
;trophy_pBlacKnig_S_sor_0001;;trophy_pBlacKnig;sor;line;1001;;TRUE;sor;;;Ха! Теперь ваш молот у меня, Чёрные Рыцари ^^;
;trophy_pBlacKnig_S_sor_0002;;trophy_pBlacKnig;sor;line;1002;;TRUE;sor;;;Он такой тяжёлый O.o;
;trophy_pBlacKnig_S_sor_0003;;trophy_pBlacKnig;sor;line;1003;;TRUE;sor;;;Он и вправду бьёт больно…;
;trophy_pBlacKnig_S_sor_0004;;trophy_pBlacKnig;sor;line;1004;;TRUE;sor;;;Я? Да я его поднять не могу!!;
;trophy_pBlacKnig_S_ass_0001;;trophy_pBlacKnig;ass;line;1001;;TRUE;ass;;;мои кинжалы круче ваших молотов, чёрные рыцари;
;trophy_pBlacKnig_S_ass_0002;;trophy_pBlacKnig;ass;line;1002;;TRUE;ass;;;слишком тяжёлый;
;trophy_pBlacKnig_S_ass_0003;;trophy_pBlacKnig;ass;line;1003;;TRUE;ass;;;легко уворачиваться;
;trophy_pBlacKnig_S_ass_0004;;trophy_pBlacKnig;ass;line;1004;;TRUE;ass;;;медленное оружие, я б его не взяла;
;trophy_pBlacKnig_S_bar_0001;;trophy_pBlacKnig;bar;line;1001;;TRUE;bar;;;Уважение Чёрным Рыцарям. Хорошие молоты у них!;
;trophy_pBlacKnig_S_bar_0002;;trophy_pBlacKnig;bar;line;1002;;TRUE;bar;;;Очень лёгкое и быстрое оружие.;
;trophy_pBlacKnig_S_bar_0003;;trophy_pBlacKnig;bar;line;1003;;TRUE;bar;;;Очень хорошее оружие.;
;trophy_pBlacKnig_S_bar_0004;;trophy_pBlacKnig;bar;line;1004;;TRUE;bar;;;Впрочем, ДВА оружия лучше, чем одно.;
;trophy_pBlacKnig_S_war_0001;;trophy_pBlacKnig;war;line;1001;;TRUE;war;;;Моему брату понравилось бы это оружие. Может, принесу ему.;
;trophy_pBlacKnig_S_war_0002;;trophy_pBlacKnig;war;line;1002;;TRUE;war;;;Эта победа далась нам тяжело.;
;trophy_pBlacKnig_S_war_0003;;trophy_pBlacKnig;war;line;1003;;TRUE;war;;;Гордился бы мной отец, если бы увидел это?;
;trophy_pBlacKnig_S_war_0004;;trophy_pBlacKnig;war;line;1004;;TRUE;war;;;Матери об этой битве лучше не рассказывать.;
;trophy_pBlacKnig_S_ran_0001;;trophy_pBlacKnig;ran;line;1001;;TRUE;ran;;;Варварство.;
;trophy_pBlacKnig_S_dru_0001;;trophy_pBlacKnig;dru;line;1001;;TRUE;dru;;;Хорошее оружие.;
;trophy_pShie_S_kni_0001;;trophy_pShie;kni;line;1001;;TRUE;kni;;;Я прекрасно помню эти щиты.;
;trophy_pShie_S_kni_0002;;trophy_pShie;kni;line;1002;;TRUE;kni;;;Обсидиановая армия легендарна, и надеюсь, эти защитники — всё, что от неё осталось.;
;trophy_pShie_S_kni_0003;;trophy_pShie;kni;line;1003;;TRUE;kni;;;Эти щиты с богатой отделкой должны пугать врага так, чтобы бой был выигран ещё до начала.;
;trophy_pShie_S_kni_0004;;trophy_pShie;kni;line;1004;;TRUE;kni;;;Не особо сработало.;
;trophy_pShie_S_sor_0001;;trophy_pShie;sor;line;1001;;TRUE;sor;;;Щит Обсидиановой армии.;
;trophy_pShie_S_sor_0002;;trophy_pShie;sor;line;1002;;TRUE;sor;;;Мне не нравятся эти защитники.;
;trophy_pShie_S_sor_0003;;trophy_pShie;sor;line;1003;;TRUE;sor;;;Их щиты слишком стойкие к моим умениям -.-;
;trophy_pShie_S_sor_0004;;trophy_pShie;sor;line;1004;;TRUE;sor;;;К защитникам так просто не подобраться :p;
;trophy_pShie_S_sor_0005;;trophy_pShie;sor;line;1005;;TRUE;sor;;;Щит так и смотрит на меня.;
;trophy_pShie_S_ass_0001;;trophy_pShie;ass;line;1001;;TRUE;ass;;;чёрт бы побрал этих щитников;
;trophy_pShie_S_ass_0002;;trophy_pShie;ass;line;1002;;TRUE;ass;;;щит мне не нужен;
;trophy_pShie_S_ass_0003;;trophy_pShie;ass;line;1003;;TRUE;ass;;;похож немного на книгу.;
;trophy_pShie_S_ass_0004;;trophy_pShie;ass;line;1004;;TRUE;ass;;;крутой череп;
;trophy_pShie_S_bar_0001;;trophy_pShie;bar;line;1001;;TRUE;bar;;;Очень устрашающая морда.;
;trophy_pShie_S_bar_0002;;trophy_pShie;bar;line;1002;;TRUE;bar;;;Долго мять, но как приятно!;
;trophy_pShie_S_bar_0003;;trophy_pShie;bar;line;1003;;TRUE;bar;;;Достойные враги.;
;trophy_pShie_S_bar_0004;;trophy_pShie;bar;line;1004;;TRUE;bar;;;Мы ещё встретимся, рожа.;
;trophy_pShie_S_war_0001;;trophy_pShie;war;line;1001;;TRUE;war;;;Не верится, что я видела их во плоти! Ну… условно говоря.;
;trophy_pShie_S_war_0002;;trophy_pShie;war;line;1002;;TRUE;war;;;Слабые остатки Обсидиановой армии, но всё же.;
;trophy_pShie_S_war_0003;;trophy_pShie;war;line;1003;;TRUE;war;;;Инкрустация сделана мастерски.;
;trophy_pShie_S_war_0004;;trophy_pShie;war;line;1004;;TRUE;war;;;Хотела бы я так ваять.;
;trophy_pShie_S_dru_0001;;trophy_pShie;dru;line;1001;;TRUE;dru;;;Столько времени потрачено, чтобы вырезать это железное лицо.;
;trophy_pSkel_S_kni_0001;;trophy_pSkel;kni;line;1001;;TRUE;kni;;;Щит Скелетов.;
;trophy_pSkel_S_kni_0002;;trophy_pSkel;kni;line;1002;;TRUE;kni;;;Легионы и легионы таких болванов.;
;trophy_pSkel_S_kni_0003;;trophy_pSkel;kni;line;1003;;TRUE;kni;;;Скелеты. Они порядком досаждают, когда я схватился с более сильным врагом.;
;trophy_pSkel_S_kni_0004;;trophy_pSkel;kni;line;1004;;TRUE;kni;;;Большинство этих скелетов — просто болванки.;
;trophy_pSkel_S_kni_0005;;trophy_pSkel;kni;line;1005;;TRUE;kni;;;Те несколько голов, что мы взяли для изучения.;
;trophy_pSkel_S_sor_0001;;trophy_pSkel;sor;line;1001;;TRUE;sor;;;Щит скелета.;
;trophy_pSkel_S_sor_0002;;trophy_pSkel;sor;line;1002;;TRUE;sor;;;Щиты им не сильно помогают.;
;trophy_pSkel_S_sor_0003;;trophy_pSkel;sor;line;1003;;TRUE;sor;;;Хрупкие скелеты!;
;trophy_pSkel_S_sor_0004;;trophy_pSkel;sor;line;1004;;TRUE;sor;;;Скелеты! ^^;
;trophy_pSkel_S_ass_0001;;trophy_pSkel;ass;line;1001;;TRUE;ass;;;черепа скелетов;
;trophy_pSkel_S_ass_0002;;trophy_pSkel;ass;line;1002;;TRUE;ass;;;с ними место поживее;
;trophy_pSkel_S_bar_0001;;trophy_pSkel;bar;line;1001;;TRUE;bar;;;Черепа врагов!;
;trophy_pSkel_S_bar_0002;;trophy_pSkel;bar;line;1002;;TRUE;bar;;;Они просто болванки, не враг с душой.;
;trophy_pSkel_S_bar_0003;;trophy_pSkel;bar;line;1003;;TRUE;bar;;;Смерть зачаровывает останки душ, чтобы они бились за неё. Это ирония.;
