n/a;code;condition;event;ini;type;prio;group;reuse;speaker;voice;#;English(en)                        | (2nd row after this ingame);Bulgarian(bg)
;trophy_pBlacKnig_S_ass_0102;;trophy_pBlacKnig;ass;line;1100;;TRUE;ass;;;.;
;trophy_pBlacKnig_S_ass_0103;;trophy_pBlacKnig;ass;line;1100;;TRUE;ass;;;a trophy;
;trophy_pShie_S_ass_0101;;trophy_pShie;ass;line;1100;;TRUE;ass;;;just a trophy;
;trophy_pShie_S_ass_0102;;trophy_pShie;ass;line;1100;;TRUE;ass;;;.;
;trophy_pShie_S_ass_0103;;trophy_pShie;ass;line;1100;;TRUE;ass;;;a trophy;
;trophy_pSkel_S_ass_0101;;trophy_pSkel;ass;line;1100;;TRUE;ass;;;just a trophy;
;trophy_pSkel_S_ass_0102;;trophy_pSkel;ass;line;1100;;TRUE;ass;;;.;
;trophy_pSkel_S_ass_0103;;trophy_pSkel;ass;line;1100;;TRUE;ass;;;a trophy;
;trophy_pSumm_S_ass_0101;;trophy_pSumm;ass;line;1100;;TRUE;ass;;;just a trophy;
;trophy_pSumm_S_ass_0102;;trophy_pSumm;ass;line;1100;;TRUE;ass;;;.;
;trophy_pSumm_S_ass_0103;;trophy_pSumm;ass;line;1100;;TRUE;ass;;;a trophy;
;trophy_pOoze_S_ass_0101;;trophy_pOoze;ass;line;1100;;TRUE;ass;;;just a trophy;
;trophy_pOoze_S_ass_0102;;trophy_pOoze;ass;line;1100;;TRUE;ass;;;.;
;trophy_pOoze_S_ass_0103;;trophy_pOoze;ass;line;1100;;TRUE;ass;;;a trophy;
;trophy_pGhos_S_ass_0101;;trophy_pGhos;ass;line;1100;;TRUE;ass;;;just a trophy;
;trophy_pGhos_S_ass_0102;;trophy_pGhos;ass;line;1100;;TRUE;ass;;;.;
;trophy_pGhos_S_ass_0103;;trophy_pGhos;ass;line;1100;;TRUE;ass;;;a trophy;
;trophy_pVampLord_S_bar_0101;;trophy_pVampLord;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pVampLord_S_bar_0102;;trophy_pVampLord;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pBlacKnig_S_bar_0101;;trophy_pBlacKnig;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pBlacKnig_S_bar_0102;;trophy_pBlacKnig;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pBlacKnig_S_bar_0103;;trophy_pBlacKnig;bar;line;1100;;TRUE;bar;;;Pointless trinket.;
;trophy_pShie_S_bar_0101;;trophy_pShie;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pShie_S_bar_0102;;trophy_pShie;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pShie_S_bar_0103;;trophy_pShie;bar;line;1100;;TRUE;bar;;;Pointless trinket.;
;trophy_pSkel_S_bar_0101;;trophy_pSkel;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pSkel_S_bar_0102;;trophy_pSkel;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pSkel_S_bar_0103;;trophy_pSkel;bar;line;1100;;TRUE;bar;;;Pointless trinket.;
;trophy_pSumm_S_bar_0101;;trophy_pSumm;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pSumm_S_bar_0102;;trophy_pSumm;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pSumm_S_bar_0103;;trophy_pSumm;bar;line;1100;;TRUE;bar;;;Pointless trinket.;
;trophy_pOoze_S_bar_0101;;trophy_pOoze;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pOoze_S_bar_0102;;trophy_pOoze;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pOoze_S_bar_0103;;trophy_pOoze;bar;line;1100;;TRUE;bar;;;Pointless trinket.;
;trophy_pGhos_S_bar_0101;;trophy_pGhos;bar;line;1100;;TRUE;bar;;;Just a trophy.;
;trophy_pGhos_S_bar_0102;;trophy_pGhos;bar;line;1100;;TRUE;bar;;;Nothing but a trophy.;
;trophy_pGhos_S_bar_0103;;trophy_pGhos;bar;line;1100;;TRUE;bar;;;Pointless trinket.;
;trophy_pVampLord_S_war_0101;;trophy_pVampLord;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pVampLord_S_war_0102;;trophy_pVampLord;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pBlacKnig_S_war_0101;;trophy_pBlacKnig;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pBlacKnig_S_war_0102;;trophy_pBlacKnig;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pShie_S_war_0101;;trophy_pShie;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pShie_S_war_0102;;trophy_pShie;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pSkel_S_war_0101;;trophy_pSkel;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pSkel_S_war_0102;;trophy_pSkel;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pSumm_S_war_0101;;trophy_pSumm;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pSumm_S_war_0102;;trophy_pSumm;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pOoze_S_war_0101;;trophy_pOoze;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pOoze_S_war_0102;;trophy_pOoze;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pGhos_S_war_0101;;trophy_pGhos;war;line;1100;;TRUE;war;;;Just a trophy.;
;trophy_pGhos_S_war_0102;;trophy_pGhos;war;line;1100;;TRUE;war;;;A trophy, nothing more.;
;trophy_pVampLord_S_ran_0101;;trophy_pVampLord;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pVampLord_S_ran_0102;;trophy_pVampLord;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pBlacKnig_S_ran_0101;;trophy_pBlacKnig;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pBlacKnig_S_ran_0102;;trophy_pBlacKnig;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pShie_S_ran_0101;;trophy_pShie;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pShie_S_ran_0102;;trophy_pShie;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pSkel_S_ran_0101;;trophy_pSkel;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pSkel_S_ran_0102;;trophy_pSkel;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pSumm_S_ran_0101;;trophy_pSumm;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pSumm_S_ran_0102;;trophy_pSumm;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pOoze_S_ran_0101;;trophy_pOoze;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pOoze_S_ran_0102;;trophy_pOoze;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pGhos_S_ran_0101;;trophy_pGhos;ran;line;1100;;TRUE;ran;;;Just a useless trophy.;
;trophy_pGhos_S_ran_0102;;trophy_pGhos;ran;line;1100;;TRUE;ran;;;A trophy, whatever.;
;trophy_pVampLord_S_dru_0101;;trophy_pVampLord;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pVampLord_S_dru_0102;;trophy_pVampLord;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pBlacKnig_S_dru_0101;;trophy_pBlacKnig;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pBlacKnig_S_dru_0102;;trophy_pBlacKnig;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pShie_S_dru_0101;;trophy_pShie;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pShie_S_dru_0102;;trophy_pShie;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pSkel_S_dru_0101;;trophy_pSkel;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pSkel_S_dru_0102;;trophy_pSkel;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pSumm_S_dru_0101;;trophy_pSumm;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pSumm_S_dru_0102;;trophy_pSumm;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pOoze_S_dru_0101;;trophy_pOoze;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pOoze_S_dru_0102;;trophy_pOoze;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pGhos_S_dru_0101;;trophy_pGhos;dru;line;1100;;TRUE;dru;;;A trophy.;
;trophy_pGhos_S_dru_0102;;trophy_pGhos;dru;line;1100;;TRUE;dru;;;Just a trophy.;
;trophy_pVampLord_S_kni_0001;;trophy_pVampLord;kni;line;1001;;TRUE;kni;;;This will help us figure out The Baron's weaknesses.;
;trophy_pVampLord_S_kni_0002;;trophy_pVampLord;kni;line;1002;;TRUE;kni;;;Dracula will regenerate it back.;
;trophy_pVampLord_S_kni_0003;;trophy_pVampLord;kni;line;1003;;TRUE;kni;;;I'm sure he won't be mad.;
;trophy_pVampLord_S_sor_0001;;trophy_pVampLord;sor;line;1001;;TRUE;sor;;;Dracula won't miss this >.>;
;trophy_pVampLord_S_sor_0002;;trophy_pVampLord;sor;line;1002;;TRUE;sor;;;He can grow new ones easily unfortunately.;
;trophy_pVampLord_S_sor_0003;;trophy_pVampLord;sor;line;1003;;TRUE;sor;;;A vampire's wing!!;
;trophy_pVampLord_S_sor_0004;;trophy_pVampLord;sor;line;1004;;TRUE;sor;;;I thought all vampires were hot >.<;
;trophy_pVampLord_S_ass_0001;;trophy_pVampLord;ass;line;1001;;TRUE;ass;;;ez kill;
;trophy_pVampLord_S_ass_0002;;trophy_pVampLord;ass;line;1002;;TRUE;ass;;;gg baron;
;trophy_pVampLord_S_ass_0003;;trophy_pVampLord;ass;line;1003;;TRUE;ass;;;im the new helsing, drac;
;trophy_pVampLord_S_bar_0001;;trophy_pVampLord;bar;line;1001;;TRUE;bar;;;Ha! Glorious battle.;
;trophy_pVampLord_S_bar_0002;;trophy_pVampLord;bar;line;1002;;TRUE;bar;;;I don't like we take wing, dishonorable. But Merri say for study.;
;trophy_pVampLord_S_bar_0003;;trophy_pVampLord;bar;line;1003;;TRUE;bar;;;This make great leather for drums. But Merri not allow.;
;trophy_pVampLord_S_war_0001;;trophy_pVampLord;war;line;1001;;TRUE;war;;;Can't believe we faced Dracula.;
;trophy_pVampLord_S_war_0002;;trophy_pVampLord;war;line;1002;;TRUE;war;;;I wonder what Helsing will think of this.;
;trophy_pVampLord_S_war_0003;;trophy_pVampLord;war;line;1003;;TRUE;war;;;Surely Helsing was not opposed to studying your enemies.;
;trophy_pVampLord_S_dru_0001;;trophy_pVampLord;dru;line;1001;;TRUE;dru;;;Blood for blood, Dracula.;
;trophy_pBlacKnig_S_kni_0001;;trophy_pBlacKnig;kni;line;1001;;TRUE;kni;;;A hammer of the Black Knights.;
;trophy_pBlacKnig_S_kni_0002;;trophy_pBlacKnig;kni;line;1002;;TRUE;kni;;;If they weren't so slow, it would have been quite hard to match them in a fight.;
;trophy_pBlacKnig_S_kni_0003;;trophy_pBlacKnig;kni;line;1003;;TRUE;kni;;;Don't really want to get hit by this.;
;trophy_pBlacKnig_S_kni_0004;;trophy_pBlacKnig;kni;line;1004;;TRUE;kni;;;Too heavy for me to wield.;
;trophy_pBlacKnig_S_sor_0001;;trophy_pBlacKnig;sor;line;1001;;TRUE;sor;;;Ha! Now I have your hammer Black Knights ^^;
;trophy_pBlacKnig_S_sor_0002;;trophy_pBlacKnig;sor;line;1002;;TRUE;sor;;;It's so heavy O.o;
;trophy_pBlacKnig_S_sor_0003;;trophy_pBlacKnig;sor;line;1003;;TRUE;sor;;;It really hits hard...;
;trophy_pBlacKnig_S_sor_0004;;trophy_pBlacKnig;sor;line;1004;;TRUE;sor;;;Me? I can't lift this!!;
;trophy_pBlacKnig_S_ass_0001;;trophy_pBlacKnig;ass;line;1001;;TRUE;ass;;;my daggers beat ur hammers, black knights;
;trophy_pBlacKnig_S_ass_0002;;trophy_pBlacKnig;ass;line;1002;;TRUE;ass;;;its too heavy;
;trophy_pBlacKnig_S_ass_0003;;trophy_pBlacKnig;ass;line;1003;;TRUE;ass;;;easy to evade;
;trophy_pBlacKnig_S_ass_0004;;trophy_pBlacKnig;ass;line;1004;;TRUE;ass;;;slow weapon, id never use it;
;trophy_pBlacKnig_S_bar_0001;;trophy_pBlacKnig;bar;line;1001;;TRUE;bar;;;Respect to Black Knights. Good hammers they use!;
;trophy_pBlacKnig_S_bar_0002;;trophy_pBlacKnig;bar;line;1002;;TRUE;bar;;;Very lightweight and quick weapon.;
;trophy_pBlacKnig_S_bar_0003;;trophy_pBlacKnig;bar;line;1003;;TRUE;bar;;;Very good weapon.;
;trophy_pBlacKnig_S_bar_0004;;trophy_pBlacKnig;bar;line;1004;;TRUE;bar;;;Prefer TWO weapons over one though.;
;trophy_pBlacKnig_S_war_0001;;trophy_pBlacKnig;war;line;1001;;TRUE;war;;;My brother would like this weapon. Maybe I'll bring it back for him.;
;trophy_pBlacKnig_S_war_0002;;trophy_pBlacKnig;war;line;1002;;TRUE;war;;;It was a hard won victory.;
;trophy_pBlacKnig_S_war_0003;;trophy_pBlacKnig;war;line;1003;;TRUE;war;;;Would my father be proud if he saw this?;
;trophy_pBlacKnig_S_war_0004;;trophy_pBlacKnig;war;line;1004;;TRUE;war;;;Best not tell mother of this fight.;
;trophy_pBlacKnig_S_ran_0001;;trophy_pBlacKnig;ran;line;1001;;TRUE;ran;;;Barbaric.;
;trophy_pBlacKnig_S_dru_0001;;trophy_pBlacKnig;dru;line;1001;;TRUE;dru;;;Good weapon.;
;trophy_pShie_S_kni_0001;;trophy_pShie;kni;line;1001;;TRUE;kni;;;I recognize these shields very clearly.;
;trophy_pShie_S_kni_0002;;trophy_pShie;kni;line;1002;;TRUE;kni;;;The Obsidian Army is legendary, hopefully these defenders are all that's left of them.;
;trophy_pShie_S_kni_0003;;trophy_pShie;kni;line;1003;;TRUE;kni;;;These highly ornamented shields are meant to win the fight through intimidation before it even starts.;
;trophy_pShie_S_kni_0004;;trophy_pShie;kni;line;1004;;TRUE;kni;;;Didn't really work.;
;trophy_pShie_S_sor_0001;;trophy_pShie;sor;line;1001;;TRUE;sor;;;A shield from the Obsidian Army.;
;trophy_pShie_S_sor_0002;;trophy_pShie;sor;line;1002;;TRUE;sor;;;I don't like the defenders.;
;trophy_pShie_S_sor_0003;;trophy_pShie;sor;line;1003;;TRUE;sor;;;Their shields are too resistant to my spells -.-;
;trophy_pShie_S_sor_0004;;trophy_pShie;sor;line;1004;;TRUE;sor;;;Can't really get close to the defenders :p;
;trophy_pShie_S_sor_0005;;trophy_pShie;sor;line;1005;;TRUE;sor;;;Shield looks like it's watching me.;
;trophy_pShie_S_ass_0001;;trophy_pShie;ass;line;1001;;TRUE;ass;;;f&%$ the shielders;
;trophy_pShie_S_ass_0002;;trophy_pShie;ass;line;1002;;TRUE;ass;;;i don't need a shield;
;trophy_pShie_S_ass_0003;;trophy_pShie;ass;line;1003;;TRUE;ass;;;looks a bit like a book.;
;trophy_pShie_S_ass_0004;;trophy_pShie;ass;line;1004;;TRUE;ass;;;cool skull;
;trophy_pShie_S_bar_0001;;trophy_pShie;bar;line;1001;;TRUE;bar;;;Very intimidating face.;
;trophy_pShie_S_bar_0002;;trophy_pShie;bar;line;1002;;TRUE;bar;;;Hard to crush but satisfying!;
;trophy_pShie_S_bar_0003;;trophy_pShie;bar;line;1003;;TRUE;bar;;;Worthy enemies.;
;trophy_pShie_S_bar_0004;;trophy_pShie;bar;line;1004;;TRUE;bar;;;We see each other again, face.;
;trophy_pShie_S_war_0001;;trophy_pShie;war;line;1001;;TRUE;war;;;Still can't believe I saw them in the flesh! Well... figuratively.;
;trophy_pShie_S_war_0002;;trophy_pShie;war;line;1002;;TRUE;war;;;Weak remnants of the Obsidian Army, but still.;
;trophy_pShie_S_war_0003;;trophy_pShie;war;line;1003;;TRUE;war;;;The incrustations are masterfully done.;
;trophy_pShie_S_war_0004;;trophy_pShie;war;line;1004;;TRUE;war;;;I wish I could sculpt like that.;
;trophy_pShie_S_dru_0001;;trophy_pShie;dru;line;1001;;TRUE;dru;;;All this time spent to carve out this metal face.;
;trophy_pSkel_S_kni_0001;;trophy_pSkel;kni;line;1001;;TRUE;kni;;;A shield from the Skeletons.;
;trophy_pSkel_S_kni_0002;;trophy_pSkel;kni;line;1002;;TRUE;kni;;;Legions and legions of those constructs.;
;trophy_pSkel_S_kni_0003;;trophy_pSkel;kni;line;1003;;TRUE;kni;;;Skeletons. These can be quite annoying while I'm dealing with a stronger foe.;
;trophy_pSkel_S_kni_0004;;trophy_pSkel;kni;line;1004;;TRUE;kni;;;Most of these skeletons are just constructs.;
;trophy_pSkel_S_kni_0005;;trophy_pSkel;kni;line;1005;;TRUE;kni;;;The few heads we took for study.;
;trophy_pSkel_S_sor_0001;;trophy_pSkel;sor;line;1001;;TRUE;sor;;;A skeleton's shield.;
;trophy_pSkel_S_sor_0002;;trophy_pSkel;sor;line;1002;;TRUE;sor;;;Shields don't really help them much.;
;trophy_pSkel_S_sor_0003;;trophy_pSkel;sor;line;1003;;TRUE;sor;;;Squishy skellies!;
;trophy_pSkel_S_sor_0004;;trophy_pSkel;sor;line;1004;;TRUE;sor;;;Skellies! ^^;
;trophy_pSkel_S_ass_0001;;trophy_pSkel;ass;line;1001;;TRUE;ass;;;skeleton heads;
;trophy_pSkel_S_ass_0002;;trophy_pSkel;ass;line;1002;;TRUE;ass;;;makes the place more lively;
;trophy_pSkel_S_bar_0001;;trophy_pSkel;bar;line;1001;;TRUE;bar;;;Skulls of the enemies!;
;trophy_pSkel_S_bar_0002;;trophy_pSkel;bar;line;1002;;TRUE;bar;;;They just constructs, not foe with soul.;
;trophy_pSkel_S_bar_0003;;trophy_pSkel;bar;line;1003;;TRUE;bar;;;Death enchant remains of souls to fight for him. Is ironic.;
;trophy_pSkel_S_war_0001;;trophy_pSkel;war;line;1001;;TRUE;war;;;Not the first skeletons I've faced.;
;trophy_pSkel_S_war_0002;;trophy_pSkel;war;line;1002;;TRUE;war;;;This shield is ancient… I wonder what age it's from.;
;trophy_pSkel_S_war_0003;;trophy_pSkel;war;line;1003;;TRUE;war;;;I bet their souls wouldn't want their bodies used as minions for Death.;
;trophy_pSkel_S_ran_0001;;trophy_pSkel;ran;line;1001;;TRUE;ran;;;Death could at least clothe the skeleton contraptions.;
;trophy_pSkel_S_dru_0001;;trophy_pSkel;dru;line;1001;;TRUE;dru;;;Keeping bones as trophies. Wasteful.;
;trophy_pSkel_S_dru_0002;;trophy_pSkel;dru;line;1002;;TRUE;dru;;;A wolf could satiate its hunger for a day with this.;
;trophy_pSumm_S_kni_0001;;trophy_pSumm;kni;line;1001;;TRUE;kni;;;We have to study these Summoners.;
