n/a;code;condition;event;#eventalt;ini;type;prio;group;reuse;speaker;voice;#;English(en);Bulgarian(bg)
;emp_S_0028;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0028;;You make my head feel so dizzy, it's so.. exhilarating! I wonder what you'll choose as your next step!;
;emp_S_0029;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0029;;You know, you have all the time in the world. The quest can wait.. f-for an eternity. But.. uhm... you seem rather determined.;
;emp_S_0044;;lvl_emp;;pc;vn;1001;;TRUE;Clo;empC_S_0044;;(Isn't this over already?... Choose.. path.. hero.. stop.. lose time..);
;emp_S_0045;;lvl_emp;;pc;vn;1003;;TRUE;Clo;empC_S_0045;;(Just.. get back... together already..);
;emp_S_0046;;lvl_emp;;pc;vn;1002;;TRUE;Clo;empC_S_0046;;(…);
;emp_S_0047;;lvl_emp;;pc;vn;1002;;TRUE;Clo;empC_S_0047;;(Is this.. still going?..);
;emp_S_0049;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0049;;Which way?;
;emp_S_0050;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0050;;Left or right?;
;emp_S_0051;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0051;;Pick one.;
;emp_S_0052;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0052;;Snip, snip, snip!;
;emp_S_0053;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0053;;Only you forge your fate.;
;emp_S_0054;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0054;;Where to?;
;emp_S_0055;;lvl_emp;;pc;vn;1001;;TRUE;Aisa;empA_S_0055;;Keep the faith!; 
;emp_S_0056;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0056;;Uhmm.. what will you choose?;
;emp_S_0057;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0057;;You're so.. mysterious.; 
;emp_S_0058;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0058_ALT;;Oh, it's s-so exciting!; 
;emp_S_0059;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0059;;What will you do now?; 
;emp_S_0060;;lvl_emp;;pc;vn;1001;;TRUE;Lachi;empL_S_0060;;H-hey hey!; 
;emp_S_0061;;lvl_emp;;pc;vn;1001;;TRUE;Clo;empC_S_0061;;(Let me sleep..);
;emp_S_0062;;lvl_emp;;pc;vn;1001;;TRUE;Clo;empC_S_0062;;(..cut string short?);
;emp_hbven_S_0002;has_boon_ven;lvl_emp;;pc;vn;1000;emp_hbven;TRUE;Lachi;empL_hbven_S_0002_A;;Fire is actually really predictable. Uhm.. I-it only ever does one thing.; 
;~;;;;;;;;;Aisa;empA_hbven_S_0002_B;;Same as our Summer here, always looking out for you mortals.; 
;emp_hbtim_S_0002;has_boon_tim;lvl_emp;;pc;vn;1000;emp_hbtim;FALSE;Lachi;empL_hbtim_S_0002_A;;We can't read Time.. so umm.. I find him a bit scary.;
;~;;;;;;;;;Aisa;empA_hbtim_S_0002_B;;You get scared by your own shadow! Don't mind my sister, she doesn't like anything that she can't foresee.;
;~;;;;;;;;;Lachi;empL_hbtim_S_0002_C;;That's not true!! I love th-;
;~;;;;;;;;;Aisa;empA_hbtim_S_0002_D;;An exception! An anomaly. It's not real. You can't feel the real thing.;
;~;;;;;;;;;Lachi;empL_hbtim_S_0002_E;;But I-;
;~;;;;;;;;;Aisa;empA_hbtim_S_0002_F;;Oh, hey hero! We nearly forgot you were there it seems. Where were you headed then?;
;con_M_0001;;lvl_core_con;;pc;vn;1;;FALSE;Conquest0;con_M_0001;;Hero, I task you with defeating Death. For this, I reward you with my powers. Now obey!;
;con_S_0001;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0001;;What is best in life, hero? To crush your enemies.;
;con_S_0002;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0002;;Trust only in the steel you wield hero!;
;con_S_0003;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0003;;Conquest and Glory!;
;con_S_0004;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0004;;Do not falter! Only the weak run.;
;con_S_0005;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0005;;You are filled with determination. This I will favor!;
;con_S_0006;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0006;;Remember our deal. Do not fail me mortal.;
;con_S_0007;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0007;;I have granted you immense power, in Death's realm itself. Show results!;
;con_S_0008;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0008;;Were I to fight beside you…;
;con_S_0009;;lvl_con;;pc;vn;1001;;TRUE;Conquest;con_S_0009;;You wish to know my purpose? To hell with you! A mortal who begs the gods is no more than a worm below their feet!;
;con_S_0012;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0012;;Enough talk! Do your duty to me mortal.;
;con_S_0013;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0013;;Death to Death!;
;con_S_0014;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0014;;Death must die!;
;con_S_0015;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0015;;To Battle!; 
;con_S_0016;;lvl_con;;pc;vn;1000;;TRUE;Conquest;con_S_0016;;Never cross me!; 
;con_S_0017;;lvl_con;;pc;vn;1000;;TRUE;Conquest;con_S_0017;;Ahhh, a mortal with courage! Let's see if you're worth more than the dirt you tread on!; 
;con_S_0018;;lvl_con;;pc;vn;1000;;TRUE;Conquest;con_S_0018;;The path to victory is littered with the fallen.; 
;con_S_0019;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0019;;March on!; 
;con_S_0020;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0020;;Time for killing!; 
;con_S_0021;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0021;;Hear me and obey!; 
;con_S_0022;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0022;;Time to paint the battlefield red!; 
;con_S_0023;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0023;;Let the earth quake!; 
;con_S_0025;;lvl_con;;pc;vn;1002;;TRUE;Conquest;con_S_0025;;The ever lasting thrill of battle! Ah, the life you're living mortal.;
;con_S_0026;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0026;;No mercy!;
;con_S_0027;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0027;;I favor your persistence, mortal. But you will need to achieve to earn my respect!;
;con_S_0028;;lvl_con;;pc;vn;1003;;TRUE;Conquest;con_S_0028;;There is only one god of war. You would do well to remember that, should you aspire for more.;
;con_S_0029;;lvl_con;;pc;vn;1002;;TRUE;Conquest;con_S_0029;;Remember that without me, you are nothing.;
;con_S_0030;;lvl_con;;pc;vn;1004;;TRUE;Conquest;con_S_0030;;War is the only true grim reaper.;
;con_S_0031;;lvl_con;;pc;vn;1002;;TRUE;Conquest;con_S_0031;;War never changes.;
;con_hbemp_S_0001;has_boon_emp;lvl_con;;pc;vn;1001;con_hbemp;TRUE;Conquest;con_hmph;;Creating your own path now too? Speak not to me of the Fates. Meddlesome little rascals.;
;con_hbemp_S_0002;has_boon_emp;lvl_con;;pc;vn;1000;con_hbemp;TRUE;Conquest;con_hbemp_S_0002;;Careful messing with your fate, mortal. You are but men. Gods dictate your paths. Not you. Or those despicable know-it-alls.;
;con_hbemp_S_0003;has_boon_emp;lvl_con;;pc;vn;1001;con_hbemp;TRUE;Conquest;con_laugh6;;You would choose your own Fate over that of Gods? Moronic. Still, we have a pact. Make your pick mortal.;
;con_hbven_S_0001;has_boon_ven;lvl_con;;pc;vn;1001;con_hbven;TRUE;Conquest;con_laugh5;;Summer is a far more fierce woman than her sister. Fire and blood are both at your side.;
;con_hbmor_S_0001;has_boon_mor;lvl_con;;pc;vn;1001;con_hbmor;TRUE;Conquest;con_hbmor_S_0001;;You would allow this snake to slither into your ear and accept her favor? The daughter of Death herself, vying for his position. Ha!;
;~;;;;;;;;;Conquest;con_hbmor_S_0002;;Let's see who conquers the throne of skulls in the aftermath, woman.;
;con_hbser_S_0002;has_boon_ser;lvl_con;;pc;vn;1000;con_hbser;TRUE;Conquest;con_hbser_S_0002;;Gifted by Winter herself. So you intend to siege rather than fight openly? Cowardice. Let me show you how a real warrior does it!;
;con_hbtim_S_0001;has_boon_tim;lvl_con;;pc;vn;1000;con_hbtim;TRUE;Conquest;con_laugh4;;The oblivious Time, providing me an opening to break Death's skull. It's wonderful when you've got an insider isn't it? Honor is for men, mortal. Gods conquer by all means necessary.;
;con_hbjus_S_0002;has_boon_jus;lvl_con;;pc;vn;1001;con_hbjus;TRUE;Conquest;con_hbjus_S_0002;;There is no Justice on the battlefield.;
;con_hbjus_S_0003;has_boon_jus;lvl_con;;pc;vn;1001;con_hbjus;TRUE;Conquest;con_hbjus_S_0003;;Justice is best served with an executioner sword.;
;con_hbjus_S_0004;has_boon_jus;lvl_con;;pc;vn;1001;con_hbjus;TRUE;Conquest;con_hbjus_S_0004;;Let the Lady write her judgment in ink, while we spill it in blood.;
;ven_M_0001;;lvl_core_ven;;pc;vn;1;;FALSE;Vengeance0;ven_M_0001_A;;Hey, you’re the one Time gave their hourglass to huh?;
;~;;;;;;;;FALSE;Vengeance0;ven_M_0001_B;;Well, whatever it is you’re doing here, I’m always the first to help mortals! So allow me to lend a hand!;
;ven_M_0002;;lvl_core_ven;;pc;vn;2;;FALSE;Vengeance;ven_M_0002;;Oh, I’m Summer by the way. The goddess of all the hot stuff – fires, volcanoes, you know it.;
;ven_S_0001;;lvl_ven;;pc;vn;1000;;TRUE;Vengeance;ven_S_0001;;Make them feel the heat. Those of them that can anyway.;
;ven_S_0002;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0002;;Turn up the heat!;
;ven_S_0003;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0003;;Need a light?;
;ven_S_0004;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0004;;Blazing!;
;ven_S_0005;;lvl_ven;;pc;vn;1000;;FALSE;Vengeance;ven_S_0005;;Chaos would love this! Oh, if only they could see it..;
;ven_S_0006;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0006;;I love your persistence!;
;ven_S_0008;;lvl_ven;;pc;vn;1002;;TRUE;Vengeance;ven_S_0008;;Again with the why? I've always helped out mortals, who do you think gave them fire?;
;ven_S_0009;;lvl_ven;;pc;vn;1001;;TRUE;Vengeance; ven_S_0009;;Why I’m doing this? Do we need a reason to set things on fire now too?;
;ven_S_0010;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0010;;It's so chilly down here. Let's get this over with quickly.;
;ven_S_0011;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0011;;All my family is quite cold. I'm rather cool though.;
;ven_S_0012;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0012;;Let him feel the heat!;
;ven_S_0013;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0013;;Getting warmer!;
;ven_S_0014;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0014;;What'll it be, hotshot?;
;ven_S_0015;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0015;;I don't really care for what's going on here, I'm just invested in your story you know!;
;ven_S_0016;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0016;;You don't tire easily, I'll give you that.;
;ven_S_0017;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0017;;Bones to ashes!;
;ven_S_0018;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0018;;Fired up!;
;ven_S_0019;;lvl_ven;;pc;vn;1000;;TRUE;Vengeance;ven_S_0019;;What kind of legend would it be without some fire and mayhem?; 
;ven_S_0020;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0020;;Not that you're lacking there, but you could use some hotness.;
;ven_S_0021;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0021;;Just follow your heart.;
;ven_S_0022;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0022;;Oh hi!;
;ven_S_0023;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0023;;You’re on fire!;
;ven_S_0024;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0024;;Summer is here!;
;ven_S_0025;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0025;;I'm a fire starter!;
;ven_S_0026;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0026;;Playing with fire, huh?;
;ven_S_0027;;lvl_ven;;pc;vn;1003;;TRUE;Vengeance;ven_S_0027;;Careful, I'm hot!;
;ven_hbser_S_0001;has_boon_ser;lvl_ven;;pc;vn;1000;ven_hbser;TRUE;Vengeance;ven_hbser_S_0001;;Do you really need Winter's aid? Am I not enough for you?; 
;ven_hbser_S_0002;has_boon_ser;lvl_ven;;pc;vn;1000;ven_hbser;TRUE;Vengeance;ven_hbser_S_0002;;Oh, bearing the gifts of my sister. Ok, fine, I guess you need to cool off from time to time. Can't be searing hot like me all the time.;
;ven_hbser_S_0003;has_boon_ser;lvl_ven;;pc;vn;1000;ven_hbser;TRUE;Vengeance;ven_hbser_S_0003;;My gifts are far cooler than those of Winter.;
;ven_hbser_S_0004;has_boon_ser;lvl_ven;;pc;vn;1001;ven_hbser;TRUE;Vengeance;ven_hbser_S_0004;;You prefer summers over winters right?;
;ven_hbser_S_0005;has_boon_ser;lvl_ven;;pc;vn;1001;ven_hbser;FALSE;Vengeance;ven_hbser_S_0005_A;;I thought Winter had my back, too… And then she betrayed me! Her own sister! ;
;~;;;;;;;;;~;ven_hbser_S_0005_B;;…And that’s just the tip of that iceberg… ;
;ven_hbtim_S_0001;has_boon_tim;lvl_ven;;pc;vn;1000;ven_hbtim;TRUE;Vengeance;ven_hbtim_S_0001;;Time can be a bit depressing, have some fun playing with fire instead!;
;ven_hbtim_S_0002;has_boon_tim;lvl_ven;;pc;vn;1000;ven_hbtim;TRUE;Vengeance;ven_hbtim_S_0002;;Time is all about the rules of the universe but even they decided to jump in with some blessings huh?;
;ven_hbjus_S_0001;has_boon_jus;lvl_ven;;pc;vn;1000;ven_hbjus;FALSE;Vengeance;ven_hbjus_S_0001;;The problem with the law is that it's heartless. I've faced justice before for my actions, and I'd do it again.;
;ven_hbjus_S_0004;has_boon_jus;lvl_ven;;pc;vn;1009;ven_hbjus;FALSE;Vengeance;ven_hbjus_S_0004;;When you face Death, do what <b>you</b> think is right, not what <b>they</b> want!;
;mor_M_0001;;lvl_core_mor;;pc;vn;1;;FALSE;Mort0;mor_M_0001_A;;You've been enlisting a lot of help from the others, haven't you? I bet he wouldn't expect his own tools against him though. Mind if I join?;
;~;;;;;;;;;Mort;mor_M_0001_B;;Yeah, I'm Mort, Death's daughter. But, I'd really like to see him defeated nonetheless. Personal reasons.;
;mor_S_0002;;lvl_mor;;pc;vn;1004;;TRUE;Mort;mor_curious;;I am morbidly curious what the others' reasons are. I guess I'll ask another time though, you seem rather busy.;
;mor_S_0003;;lvl_mor;;pc;vn;1000;;TRUE;Mort;mor_S_0003;;Need a sickle to face the Scythe? They're more efficient anyway.;
;mor_S_0004;;lvl_mor;;pc;vn;1007;;TRUE;Mort;mor_huh;;It's really none of your business why I want my father to face death.;
;mor_S_0005;;lvl_mor;;pc;vn;1008;;TRUE;Mort;mor_hmmmm3;;Well if you insist on knowing, think of it as a teaching lesson. He needs some sense beaten into him.;
;mor_S_0006;;lvl_mor;;pc;vn;1001;;TRUE;Mort;mor_S_0006;;Me? After his throne? No. Though if he could just take a short break and listen for once.. that'd be great.;
;mor_S_0009;;lvl_mor;;pc;vn;1002;;TRUE;Mort;mor_S_0009;;You know how some say Death is only the beginning? On a long enough timeline, it's true. I only wish my father would see it so..;
;mor_S_0010;;lvl_mor;;pc;vn;1003;;TRUE;Mort;mor_S_0010;;They're there just sitting. In urns! For an eternity! And he doesn't get it. He just doesn't get life and death, you know.;
;mor_S_0012;;lvl_mor;;pc;vn;1002;;TRUE;Mort; mor_ahaa;;It's been interesting seeing Time so perplexed. They've never interacted with mortals before.;
;mor_S_0013;;lvl_mor;;pc;vn;1000;;TRUE;Mort;mor_S_0013;;The Reaper does not listen to the harvest. So maybe it's high time he started.;
;mor_S_0016;;lvl_mor;;pc;vn;1006;;TRUE;Mort;mor_S_0016;;You mortals have such a spark in you. It's something my father could never see…;
;mor_S_0020;;lvl_mor;;pc;vn;1004;;TRUE;Mort;mor_S_0020;;What do you think of the place? It has potential, I think. It's usually a lot calmer mind you.;
;mor_S_0022;;lvl_mor;;pc;vn;1005;;TRUE;Mort;mor_S_0022;;Growing up here wasn't so bad... It was when I ventured outside that I discovered how colorful life can be though… Can't look at it the same way now.;
;mor_S_0023;;lvl_mor;;pc;vn;1006;;TRUE;Mort;mor_S_0023;;A world without death!;
;mor_S_0024;;lvl_mor;;pc;vn;1002;;TRUE;Mort;mor_S_0024;;Sorry, dad.;
;mor_S_0025;;lvl_mor;;pc;vn;1004;;TRUE;Mort;mor_S_0025;;Death is just… the beginning.;
;mor_S_0026;;lvl_mor;;pc;vn;1006;;TRUE;Mort;mor_S_0026;;Death is not the end.;
;mor_hbemp_S_0005;has_boon_emp;lvl_mor;;pc;vn;1010;mor_hbemp;FALSE;Mort;mor_hmmmm;;If you don't mind me saying this, sometimes I feel I'm the only one of us gods who can make sense of mortality.;
;~;;;;;;;;;~;;;Yet I think the Fates may understand your burdens more than they let on.;
;mor_hbcon_S_0001;has_boon_con;lvl_mor;;pc;vn;1000;mor_hbcon;TRUE;Mort;mor_hiagain3;;I do believe Conquest can change for the better, if only he focused on his good sides. Determination is a wonderful trait. You will certainly use his talents more virtuously though.;
;mor_hbcon_S_0002;has_boon_con;lvl_mor;;pc;vn;1000;mor_hbcon;TRUE;Mort;mor_hiagain3;;As long as the power you take from Conquest is put to good use, I suppose it's alright.;
;mor_hbven_S_0001;has_boon_ven;lvl_mor;;pc;vn;1000;mor_hbven;FALSE;Mort;mor_hmmmm2;;Summer is, as always, the first one to come help! I wonder if she's keeping a score of having participated in every mortal myth...;
;mor_hbven_S_0002;has_boon_ven;lvl_mor;;pc;vn;1000;mor_hbven;TRUE;Mort;mor_hmmmm2;;Summer has always been really kind to me. It's nice to know she's got your back too.;
;mor_hbser_S_0001;has_boon_ser;lvl_mor;;pc;vn;1000;mor_hbser;FALSE;Mort;mor_huh;;You know, you should be careful about some of the gods. They will abandon you after they grow tired of you.;
;mor_hbser_S_0002;has_boon_ser;lvl_mor;;pc;vn;1000;mor_hbser;FALSE;Mort;mor_huh;;My father was never the talkative type, but he carried out his duties through to the end, unlike some other gods.;
;~;;;;;;;;;~;;;These recent events are... exceptional.;
;mor_hbjus_S_0001;has_boon_jus;lvl_mor;;pc;vn;1000;mor_hbjus;FALSE;Mort;mor_iwonder3;;Do you know what Lady Justice did to Summer? I've only heard the legends, I wasn't around back then. But I wouldn't trust her.;
;ser_M_0001;;lvl_core_ser;;pc;vn;1;;FALSE;Serenity;ser_M_0001_ALT;;Feel that? The heart-stopping bite of frost, the captivating embrace of cold? I am Winter and I've come to enchant this bitter place with my beauty.;
;ser_S_0001;;lvl_ser;;pc;vn;1002;;TRUE;Serenity;ser_S_0001;;Every year I work tirelessly to create the most resplendent scenery, only for Death to scare everyone away. Oh, if there was but a single winter free of him…;
;ser_S_0002;;lvl_ser;;pc;vn;1000;;TRUE;Serenity;ser_S_0002;;When my time comes, life shivers and hides. How can the living appreciate my beauty with his Scythe above them?;
;ser_S_0003;;lvl_ser;;pc;vn;1005;;TRUE;Serenity;ser_S_0003;;Yes, there have been times where we've.. But that's behind me now. It ended with the last ice age.;
;ser_S_0005;;lvl_ser;;pc;vn;1006;;TRUE;Serenity;ser_S_0005_A;;Dear, if you ever stumble upon this pure white necklace while you're down there.. You know what, never mind, let him keep it for all I care.;
;~;;;;;;;;;~;ser_S_0005_B;;It was something from a long time ago.;
;ser_S_0006;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0006_ALT2;;Sure is chilly down here though, isn't it? It's quite lovely really..;
;ser_S_0007;ven_M_0001;lvl_ser;;pc;vn;1001;;TRUE;Serenity;ser_S_0007;;Summer? Yes, she's my sister and I'd rather not talk about her.;
;ser_S_0008;con_M_0001;lvl_ser;;pc;vn;1001;;TRUE;Serenity;ser_S_0008;;Death really overstepped his bounds. Taking mortals before their time comes.. Lady Justice will not be happy.;
;ser_S_0009;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0009;;Let's see how he likes permafrost in his realm this time around!;
;ser_S_0010;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0010;;Winter grows colder.;
;ser_S_0012;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0012;;A coat of cold for you, dear.;
;ser_S_0013;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0013;;Isn’t ice nice?;
;ser_S_0014;;lvl_ser;;pc;vn;1003;;TRUE;Serenity;ser_S_0014_ALT;;His heart is colder than mine... and I'm winter itself.;
;ser_S_0015;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0015;;When you reach Death, send him my regards.;
;ser_S_0016;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0016;;Send him my regards.;
;ser_S_0017;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0017;;Let my cold touch embrace his realm.;
;ser_S_0018;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0018;;Brighten his house a little with my snow, will you?;
;ser_S_0019;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0019;;Here are some of my special gifts for him..;
;ser_S_0020;;lvl_ser;;pc;vn;1004;;TRUE;Serenity;ser_S_0020;;Make Death shiver!;
;ser_S_0021;;lvl_ser;;pc;vn;1003;;TRUE;Serenity;ser_S_0021;;I haven't come here in ages. Can't say the place has really changed.;
;ser_S_0022;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0022;;Freeze them to Death!;
;ser_S_0023;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0023;;My frost upon him!;
;ser_S_0024;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0024;;Winter is coming.;
;ser_S_0026;;lvl_ser;;pc;vn;1007;;TRUE;Serenity;ser_S_0026;;I want to see Death's heart encased in a prison of ice.;
;ser_S_0027;;lvl_ser;;pc;vn;1003;;TRUE;Serenity;ser_S_0027;;You mortals cross paths with Death but once. I have to endure his tedious company for ages.;
;ser_S_0028;;lvl_ser;;pc;vn;1002;;TRUE;Serenity;ser_S_0028;;Each snowflake, an elegant demonstration of my beauty.;
;ser_S_0029;;lvl_ser;;pc;vn;1000;;FALSE;Serenity;ser_M_0002_ALT;;Fear not frail mortal, for I've come to guide you in your plight.;
;ser_hbemp_S_0001;has_boon_emp;lvl_ser;;pc;vn;1000;ser_hbemp;TRUE;Serenity;ser_hbemp_S_0001;;For all their naive presentation, the Fates are incredibly sharp.;
;ser_hbemp_S_0002;has_boon_emp;lvl_ser;;pc;vn;1000;ser_hbemp;TRUE;Serenity;ser_hbemp_S_0002;;Don't be fooled by the Fates, dear. They are far more perceptive than they let on.;
;ser_hbcon_S_0001;has_boon_con;lvl_ser;;pc;vn;1001;ser_hbcon;TRUE;Serenity;ser_hbcon_S_0001;;Blessed by Krom? Let me help you drown that out.;
;ser_hbcon_S_0002;has_boon_con;lvl_ser;;pc;vn;1002;ser_hbcon;TRUE;Serenity;ser_hbcon_S_0002;;What's there to say about Krom? He's delusional, if he thinks he can take Death in a duel.;
;ser_hbven_S_0001;has_boon_ven;lvl_ser;;pc;vn;1000;ser_hbven;FALSE;Serenity;ser_hbven_S_0001;;My sister got to you first of course. She just can't stop meddling in mortals' affairs. Well for once she's not the lone fox on this.;
